tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels
https://t.co/qqcQe64wjFread narrative by @Huzaimabukhari in:https://t.co/RcZ4H748nC,6,"['Annotator_639', 'Annotator_640', 'Annotator_641', 'Annotator_642', 'Annotator_643', 'Annotator_644']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'Multiracial']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Doctorate', 'Less than high school diploma', 'Bachelor’s degree']","['South Africa', 'Poland', 'United Kingdom', 'South Africa', 'United Kingdom', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@BMacca_Sports It’s so weird that people just can’t accept that he did the wrong thing 😂 Who would ever be embarrassed to be Aussie? #weirdos #wokefools,6,"['Annotator_490', 'Annotator_491', 'Annotator_492', 'Annotator_493', 'Annotator_494', 'Annotator_495']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Portugal', 'Germany', 'United Kingdom', 'Russian Federation']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@NextShark Rebecca Moon:“representation of Asian-identifying students among the newly admitted freshmen class dropped significantly from 73% to 54% in 2020 when admission policies were revised”54% identifying as Asian means it’s not discrimination h,6,"['Annotator_543', 'Annotator_544', 'Annotator_545', 'Annotator_546', 'Annotator_547', 'Annotator_548']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'other', 'Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Cyprus', 'Mexico', 'South Africa', 'United Kingdom', 'South Africa']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
@BrandonF42069 @BryanHoch Gtfoh loser dick rider ! Fans like you that love doofus players &amp; managers have us in this bind. Go watch the pirates … their fans DGAF if they’re team wins titles or get embarrassed by their hated rivals on a daily basis,6,"['Annotator_409', 'Annotator_410', 'Annotator_411', 'Annotator_412', 'Annotator_413', 'Annotator_414']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Doctorate', 'High school degree or equivalent']","['Estonia', 'Romania', 'Slovenia', 'Greece', 'Spain', 'United Kingdom']","['NO', 'YES', 'NO', 'YES', 'NO', 'YES']"
"@silver_85239 Thanks for reading &amp; sharing your kind comment, Kris. Glad the roads were less quiet today. Cleaned out eavestroughs for an 80 yr old today whose 28 yr old grandson was killed in June. A hydro worker up north, he was struck while standin",6,"['Annotator_397', 'Annotator_398', 'Annotator_399', 'Annotator_400', 'Annotator_401', 'Annotator_402']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Poland', 'Greece', 'United Kingdom', 'United States']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
I sincerely wish the US was this progressive on women’s rights. #stopstreetharassment #MeToo https://t.co/rc9D1jHnOZ,6,"['Annotator_801', 'Annotator_182', 'Annotator_802', 'Annotator_803', 'Annotator_804', 'Annotator_395']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'other', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Greece', 'Mexico', 'Canada', 'Spain', 'Poland', 'Israel']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']"
Amadudu Celebrates Black History/Herstory Month in the fight to end VAWG https://t.co/IikpgkvrSl,6,"['Annotator_555', 'Annotator_556', 'Annotator_557', 'Annotator_558', 'Annotator_559', 'Annotator_560']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Slovenia', 'Poland', 'Portugal', 'Poland', 'South Africa']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']"
"The Adventures of Captain Red Underpants! Love the  #PantsDay ""Red Underpants"" Contest that @Rare_Gamer is hosting. Here is my super hero version of my pirate as Captain Red Underpants with his Athena cape 🤣@SeaOfThieves @RareLtd #SeaOfThieves https://t.co/b7jQS4eTKj",6,"['Annotator_508', 'Annotator_509', 'Annotator_510', 'Annotator_511', 'Annotator_512', 'Annotator_513']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Black or African American', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Australia', 'Mexico', 'Portugal', 'South Africa', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@carstairsbur you have no idea how annoyed i was when i saw people spamming that at her in her chat. like pls for the love of god- it's not canon. stop asking!!!,6,"['Annotator_668', 'Annotator_669', 'Annotator_670', 'Annotator_671', 'Annotator_672', 'Annotator_673']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'other', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree']","['Mexico', 'Algeria', 'Portugal', 'Spain', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']"
"Shit is crazy. If u want an open relationship, go find someone who wants the same thing as you. why is this a logic that man can’t grasp? This man is tryna downplay him entertaining other bitches. Not every girl is gon stay after you cheat. Like get this patriarchy bs outta here",6,"['Annotator_776', 'Annotator_777', 'Annotator_195', 'Annotator_778', 'Annotator_779', 'Annotator_429']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Multiracial', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree']","['South Africa', 'Finland', 'Portugal', 'Poland', 'Italy', 'Greece']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']"
@rottenbanana101 Stuff like this doesn’t get a democrat fired aka impeached but touching a woman’s ass will do it every time both should ps giving elders a death sentence bye putting Covid-19 patients in nursing homes doesn’t get you impeached eithe,6,"['Annotator_420', 'Annotator_296', 'Annotator_421', 'Annotator_422', 'Annotator_423', 'Annotator_424']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree']","['Poland', 'Portugal', 'Portugal', 'Italy', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']"
"Everyday sexism. Katie Price, 43, arrives at court to be sentenced for drink-driving https://t.co/Ntt8sb3jIi @MailOnline",6,"['Annotator_651', 'Annotator_652', 'Annotator_653', 'Annotator_654', 'Annotator_655', 'Annotator_656']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'South Africa', 'South Africa', 'Portugal', 'United States', 'United Kingdom']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']"
bitch I see Beyoncé I’m fainting https://t.co/yExbSlmZ49,6,"['Annotator_473', 'Annotator_474', 'Annotator_475', 'Annotator_476', 'Annotator_477', 'Annotator_27']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Mexico', 'Portugal', 'Poland', 'Hungary', 'United Kingdom', 'Poland']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
"@ShelfStoriesGBL To me this has the same negativity as gamergate, where people want to act like it's about journalistic ethics, but it's really an excuse to attack creators they don't like.",6,"['Annotator_780', 'Annotator_781', 'Annotator_782', 'Annotator_783', 'Annotator_784', 'Annotator_142']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Chile', 'Mexico', 'New Zealand', 'Mexico', 'Ireland', 'Italy']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']"
Want to double Twitter #engagement for your business? Use hashtags to get more exposure and  followers! https://t.co/3Wh5pWqSIO,6,"['Annotator_645', 'Annotator_646', 'Annotator_647', 'Annotator_648', 'Annotator_649', 'Annotator_650']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Portugal', 'United States', 'Portugal', 'South Africa', 'Israel', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
dis shit look like a lady from tha 1600s  ain’t it https://t.co/o4W9hacvbm,6,"['Annotator_397', 'Annotator_398', 'Annotator_399', 'Annotator_400', 'Annotator_401', 'Annotator_402']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Poland', 'Greece', 'United Kingdom', 'United States']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']"
@motahedoon Alrubaye bint moawad Good luck 💜💜💜💜🤍🤍#motahedoon_challeng,6,"['Annotator_785', 'Annotator_786', 'Annotator_787', 'Annotator_788', 'Annotator_789', 'Annotator_790']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Poland', 'Mexico', 'United Kingdom', 'Sweden', 'Mexico', 'Belgium']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']"
"Really looking forward to today’s ‘Women in Web3’ lunch meetup! 🥰 if you’re in the LA area and want to join, send me a DM!! See you ladies soon.",6,"['Annotator_531', 'Annotator_532', 'Annotator_533', 'Annotator_534', 'Annotator_535', 'Annotator_536']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Hungary', 'Poland', 'Viet Nam', 'Australia', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']"
Rue ass talked reckless 😭😭😭😭 https://t.co/tmZBC2IOtl,6,"['Annotator_437', 'Annotator_438', 'Annotator_439', 'Annotator_440', 'Annotator_441', 'Annotator_442']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Doctorate']","['Greece', 'Greece', 'United Kingdom', 'Poland', 'United Kingdom', 'Australia']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']"
@DNoose *ash moans as her balls slap widows groaning a little nervously seing mercy move in closer*Uhh what ya doing?,6,"['Annotator_572', 'Annotator_573', 'Annotator_574', 'Annotator_575', 'Annotator_576', 'Annotator_577']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'Hungary', 'Spain', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']"
@EagleAvenging If you know anything about the ever-growing MGTOW movement You know that it is made up of menwho are in their early 30s who refuse to put up with the ups and downs of being in A relationship,6,"['Annotator_605', 'Annotator_606', 'Annotator_607', 'Annotator_608', 'Annotator_609', 'Annotator_610']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Spain', 'Finland', 'Mexico', 'South Africa', 'United States', 'United Kingdom']","['YES', 'NO', 'YES', 'YES', 'NO', 'NO']"
was almost asleep at 3 when realised havent made envelope for cousin letter made envelope4 times realised should write to her husband too wrote to him tore up wrote again made envelope twice n now im not sleepy anymore😡,6,"['Annotator_490', 'Annotator_491', 'Annotator_492', 'Annotator_493', 'Annotator_494', 'Annotator_495']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Portugal', 'Germany', 'United Kingdom', 'Russian Federation']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"@azuretimegears I mean if we're being ""adult"", one of them has hair that looks like a lady toy💁🏾‍♂️",6,"['Annotator_572', 'Annotator_573', 'Annotator_574', 'Annotator_575', 'Annotator_576', 'Annotator_577']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'Hungary', 'Spain', 'United Kingdom']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']"
@kitschlet gently nudges canon under the bed so binghe can have Friends,6,"['Annotator_770', 'Annotator_771', 'Annotator_772', 'Annotator_773', 'Annotator_774', 'Annotator_775']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Asian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['South Africa', 'South Africa', 'Canada', 'Estonia', 'Mexico', 'Canada']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']"
I don't particularly care or want to know about the cock carousel. Everyone has a past. https://t.co/73WMTyEKHt,6,"['Annotator_674', 'Annotator_675', 'Annotator_676', 'Annotator_677', 'Annotator_678', 'Annotator_679']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Portugal', 'Portugal', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
"#Netflix movie of the day: Organize Isler (2005, IMDb 7.4)A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked t...Link: https://t.co/TmEfpdNtyl#WhatToWatch #NetflixSG #singapore #movies",6,"['Annotator_490', 'Annotator_491', 'Annotator_492', 'Annotator_493', 'Annotator_494', 'Annotator_495']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Portugal', 'Germany', 'United Kingdom', 'Russian Federation']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']"
week as well so if you paid Domestic Shipping after Thursday night I won’t be able to make the label until next week (but I’m hoping to have it packaged and ready !)I’ll be getting up the form for the JP Shirt hopefully tomorrow as well !,6,"['Annotator_531', 'Annotator_532', 'Annotator_533', 'Annotator_534', 'Annotator_535', 'Annotator_536']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Hungary', 'Poland', 'Viet Nam', 'Australia', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@1957eddie Spot on. Too much binary thinking on Twitter. I think most match going Reds support Ole but trust will be lost if we don't gain the consistency to challenge for trophies. He's got the players now.,6,"['Annotator_425', 'Annotator_426', 'Annotator_427', 'Annotator_428', 'Annotator_429', 'Annotator_430']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['South Africa', 'Spain', 'Mexico', 'Portugal', 'Greece', 'United States']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@aztextheegg @David_Challen @pritipatel What about the warning signs before this happened? The 'joking' about killing women and stuffing their bodies into the boots of cars? His nickname 'The Rapist'? The testimony from female officers about the misogyny ,6,"['Annotator_478', 'Annotator_479', 'Annotator_480', 'Annotator_481', 'Annotator_482', 'Annotator_483']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Hungary', 'South Africa', 'Chile', 'Portugal', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"@im_melloow Bullied since he was 6, told he couldn’t be a hero ever since then, almost died, then gets told he can’t be a hero by role model, and then saves bully and gets no thanks. All acknowledged in first episode and very good reasons to cry let a",6,"['Annotator_484', 'Annotator_485', 'Annotator_486', 'Annotator_487', 'Annotator_488', 'Annotator_489']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Poland', 'Greece', 'South Africa', 'Poland', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"@ForgivStudLoans @POTUS Its fine. She was just going to ride the cock carousel until she was barren then dip into her friend-zone when she was ready to ""settle down"". She still has the position of the ""cool wine aunt"" in her future.",6,"['Annotator_770', 'Annotator_771', 'Annotator_772', 'Annotator_773', 'Annotator_774', 'Annotator_775']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Asian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['South Africa', 'South Africa', 'Canada', 'Estonia', 'Mexico', 'Canada']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"Finishing up an analysis of phallogocentrism in Bataille for a midterm paper.  Probably one of the most odd characters I've come across so far but that's what make his texts fun, if not head splitting.",6,"['Annotator_617', 'Annotator_618', 'Annotator_619', 'Annotator_620', 'Annotator_621', 'Annotator_622']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Italy', 'Greece', 'United Kingdom', 'Australia']","['NO', 'YES', 'NO', 'NO', 'NO', 'YES']"
"@schwartzbCNBC Everyone knows he's a turd, just look at him in that photo. Arrogant, egotistical, sexist, anus hole.",6,"['Annotator_662', 'Annotator_663', 'Annotator_664', 'Annotator_665', 'Annotator_666', 'Annotator_667']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['Hungary', 'Portugal', 'Poland', 'Spain', 'Italy', 'South Africa']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']"
"@Jacob_Baker2275 It's hard af if you're female as well.And for God's sake don't fuvkin age. I'm to the point if no one wants to fuck my fat ass, so be it. I'm not here to please any one.Hugs Jacob.",6,"['Annotator_791', 'Annotator_122', 'Annotator_396', 'Annotator_792', 'Annotator_793', 'Annotator_794']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['South Africa', 'Spain', 'South Africa', 'Hungary', 'Chile', 'Italy']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']"
@sheryl_camp123 @FirehoseOfTruth Ask for another nurse… this one isn’t too bright,6,"['Annotator_514', 'Annotator_515', 'Annotator_516', 'Annotator_517', 'Annotator_518', 'Annotator_519']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Poland', 'Poland', 'Portugal', 'Spain', 'Norway', 'United Kingdom']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']"
"she isn't the first women wrestler to peddle this kind of self-serving, choice feminism. but given her history as a competitive athlete and this, ew but indulge me, current political moment, it just feels so relevant if not prescient",6,"['Annotator_467', 'Annotator_468', 'Annotator_469', 'Annotator_470', 'Annotator_471', 'Annotator_472']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'other']","['Poland', 'Poland', 'Portugal', 'Canada', 'United Kingdom', 'United States']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']"
then proceeded to have the audacity to inform me that it was 8am and “too early” for trophy wife/gf talk,6,"['Annotator_795', 'Annotator_796', 'Annotator_797', 'Annotator_798', 'Annotator_799', 'Annotator_800']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Mexico', 'United Kingdom', 'Zimbabwe', 'Poland', 'South Africa']","['NO', 'YES', 'YES', 'YES', 'NO', 'YES']"
